Nickname,Name,Weight Class,Record
"""Caldeirao""",Wagner Prado,"""Caldeirao""",8-2-0 (W-L-D)
,Francisco Prado,Lightweight,12-2-0 (W-L-D)
,Trevor Prangley,Middleweight,11-4-0 (W-L-D)
"""Alemao""",Ricardo Prasel,"""Alemao""",9-2-0 (W-L-D)
,Rana Rudra Pratap Singh,Bantamweight,0-1-0 (W-L-D)
"""Neo""",Carlo Prater,"""Neo""",30-12-1 (W-L-D)
"""The Nightmare """,Carlos Prates,"""The Nightmare """,19-6-0 (W-L-D)
"""Tractor""",Michel Prazeres,"""Tractor""",26-4-0 (W-L-D)
"""Killshot""",Kyle Prepolec,"""Killshot""",12-7-0 (W-L-D)
"""The Exorcist""",Chris Price,"""The Exorcist""",8-2-0 (W-L-D)
,Dorian Price,Welterweight,8-3-0 (W-L-D)
"""The Hybrid""",Niko Price,"""The Hybrid""",16-7-0 (W-L-D)
,Shane Primm,Light Heavyweight,1-1-0 (W-L-D)
,Jiří Procházka,Light Heavyweight,30-4-1 (W-L-D)
,Joe Proctor,Welterweight,11-5-0 (W-L-D)
"""Prince of Peru""",Claudio Puelles,"""Prince of Peru""",13-4-0 (W-L-D)
,Juan Puerta,Flyweight,1-0-0 (W-L-D)
"""Fenix""",Juan Puig,"""Fenix""",11-4-0 (W-L-D)
"""Lil' Evil""",Jens Pulver,"""Lil' Evil""",22-13-1 (W-L-D)
,CM Punk,Welterweight,0-1-0 (W-L-D)
"""Bodybagz""",Joe Pyfer,"""Bodybagz""",12-3-0 (W-L-D)
"""Quicksand""",Mike Pyle,"""Quicksand""",27-14-1 (W-L-D)
,Billy Quarantillo,Featherweight,18-6-0 (W-L-D)
"""Rock""",Nate Quarry,"""Rock""",18-4-0 (W-L-D)
"""Spartan""",Vinicius Queiroz,"""Spartan""",5-2-0 (W-L-D)
"""Bushido""",Josh Quinlan,"""Bushido""",6-2-0 (W-L-D)
"""Crash""",Jimmy Quinlan,"""Crash""",3-1-0 (W-L-D)
"""The Lone Wolf""",Landon Quinones,"""The Lone Wolf""",7-3-1 (W-L-D)
"""Capo""",Michel Quinones,"""Capo""",8-3-0 (W-L-D)
"""Problema""",Cristian Quiñonez,"""Problema""",18-5-0 (W-L-D)
"""El Teco""",Jose Quinonez,"""El Teco""",9-5-0 (W-L-D)
"""Razor""",Benji Radach,"""Razor""",0-0-0 (W-L-D)
,Jordan Radev,Middleweight,16-3-0 (W-L-D)
"""Chuck Buffalo""",Charles Radtke,"""Chuck Buffalo""",9-4-0 (W-L-D)
"""The Tajik Tank""",Loik Radzhabov,"""The Tajik Tank""",18-5-1 (W-L-D)
,Josh Raferty,Welterweight,0-0-0 (W-L-D)
"""The Sniper""",Ricky Rainey,"""The Sniper""",13-6-0 (W-L-D)
"""Nomad""",Shavkat Rakhmonov,"""Nomad""",18-0-0 (W-L-D)
"""Rocket""",Aleksandar Rakić,"""Rocket""",14-4-0 (W-L-D)
,Mitch Ramirez,Lightweight,8-2-0 (W-L-D)
,Thomas Ramirez,,0-0-0 (W-L-D)
"""Sick Dog""",Hector Ramirez,"""Sick Dog""",6-2-1 (W-L-D)
"""Tasmanian Devil""",Davi Ramos,"""Tasmanian Devil""",10-4-0 (W-L-D)
,Ricardo Ramos,Featherweight,16-6-0 (W-L-D)
,Vernon Ramos,Welterweight,3-1-0 (W-L-D)
"""Beicao""",Luis Ramos,"""Beicao""",19-8-0 (W-L-D)
"""The Monster""",Kevin Randleman,"""The Monster""",10-5-0 (W-L-D)
,Mitch Raposo,Flyweight,9-2-0 (W-L-D)
"""Braveheart""",Stevie Ray,"""Braveheart""",23-9-0 (W-L-D)
"""The Gladiator""",Gideon Ray,"""The Gladiator""",8-3-0 (W-L-D)
"""Chinczyk""",Mateusz Rębecki,"""Chinczyk""",19-2-0 (W-L-D)
"""Ribz""",Greg Rebello,"""Ribz""",24-8-0 (W-L-D)
"""Redser""",Paul Redmond,"""Redser""",10-5-0 (W-L-D)
"""No Worries""",Karl Reed,"""No Worries""",2-1-0 (W-L-D)
"""The Hater Hurter""",Johnny Rees,"""The Hater Hurter""",10-2-0 (W-L-D)
"""Savage""",Zachary Reese,"""Savage""",6-1-0 (W-L-D)
"""""The Predator""""",Steve Regman,"""""The Predator""""",9-3-0 (W-L-D)
"""The Grinder""",Chad Reiner,"""The Grinder""",13-2-0 (W-L-D)
,Jason Reinhardt,Bantamweight,20-3-0 (W-L-D)
,Wilson Reis,Flyweight,23-10-0 (W-L-D)
"""The British Brawler""",Leigh Remedios,"""The British Brawler""",11-3-1 (W-L-D)
,Paulo Renato Jr.,Light Heavyweight,0-2-0 (W-L-D)
"""Black Eagle""",Chance Rencountre,"""Black Eagle""",14-4-0 (W-L-D)
"""The Black Dragon/King""",Solomon Renfro,"""The Black Dragon/King""",0-1-0 (W-L-D)
,Kyle Reyes,Featherweight,0-0-0 (W-L-D)
"""The Executioner""",Alex Reyes,"""The Executioner""",13-4-0 (W-L-D)
"""The Heat""",Jon Delos Reyes,"""The Heat""",8-5-0 (W-L-D)
"""El Toro""",Marco Polo Reyes,"""El Toro""",8-8-0 (W-L-D)
"""The Devastator""",Dominick Reyes,"""The Devastator""",12-4-0 (W-L-D)
,Victor Reyna,Welterweight,11-5-0 (W-L-D)
"""Biggie""",Mike Rhodes,"""Biggie""",6-4-0 (W-L-D)
,Johnny Rhodes,,0-0-0 (W-L-D)
"""The Gorilla""",Brendson Ribeiro,"""The Gorilla""",15-6-0 (W-L-D)
,Claudio Ribeiro,Middleweight,11-5-0 (W-L-D)
"""El Gringo""",Esteban Ribovics,"""El Gringo""",13-1-0 (W-L-D)
,Alessandro Ricci,Lightweight,10-5-0 (W-L-D)
"""The Martian""",Mike Ricci,"""The Martian""",9-4-0 (W-L-D)
"""Quake""",Brad Riddell,"""Quake""",10-4-0 (W-L-D)
"""Deep Waters""",Matthew Riddle,"""Deep Waters""",7-3-0 (W-L-D)
"""Diesel""",Joe Riggs,"""Diesel""",41-17-0 (W-L-D)
,Aaron Riley,Lightweight,29-14-1 (W-L-D)
,Jordan Rinaldi,Lightweight,14-7-0 (W-L-D)
,Robbie Ring,Featherweight,0-1-0 (W-L-D)
"""The Promise""",Nick Ring,"""The Promise""",13-3-0 (W-L-D)
"""The Wolverine""",Mike Rio,"""The Wolverine""",9-4-0 (W-L-D)
"""Pitbull""",Diego Rivas,"""Pitbull""",7-2-0 (W-L-D)
"""Renegade""",Jerome Rivera,"""Renegade""",10-6-0 (W-L-D)
"""The Beast""",Irwin Rivera,"""The Beast""",10-6-0 (W-L-D)
"""El Terror""",Jimmie Rivera,"""El Terror""",23-5-0 (W-L-D)
"""Cisco""",Francisco Rivera,"""Cisco""",11-7-0 (W-L-D)
,Dante Rivera,Middleweight,10-3-0 (W-L-D)
"""El Conquistador""",Jorge Rivera,"""El Conquistador""",19-9-0 (W-L-D)
"""The Rock""",Pedro Rizzo,"""The Rock""",13-5-0 (W-L-D)
,Theo Rlayang,Featherweight,0-1-0 (W-L-D)
"""Baby K""",Karl Roberson,"""Baby K""",9-6-0 (W-L-D)
"""The Predator""",Roosevelt Roberts,"""The Predator""",12-5-0 (W-L-D)
"""Keif""",Keifer Roberts,"""Keif""",0-0-0 (W-L-D)
"""Hot Chocolate""",Danny Roberts,"""Hot Chocolate""",18-8-0 (W-L-D)
,Buddy Roberts,Middleweight,12-3-0 (W-L-D)
"""Ninja""",Daniel Roberts,"""Ninja""",12-4-0 (W-L-D)
,Tyrone Roberts,Middleweight,0-0-0 (W-L-D)
,Joey Roberts,Heavyweight,0-0-0 (W-L-D)
,Andre Roberts,Heavyweight,0-0-0 (W-L-D)
,Kenny Robertson,Welterweight,15-5-0 (W-L-D)
"""Big C""",Colin Robinson,"""Big C""",9-4-0 (W-L-D)
"""Kid""",Alvin Robinson,"""Kid""",10-4-0 (W-L-D)
"""White Rhino""",Mark David Robinson,"""White Rhino""",1-0-0 (W-L-D)
"""Ceara""",Vagner Rocha,"""Ceara""",11-4-0 (W-L-D)
"""Ta Danado""",Carlos Eduardo Rocha,"""Ta Danado""",9-2-0 (W-L-D)
,Lucas Rocha,Bantamweight,1-0-0 (W-L-D)
"""Rock""",Keith Rockel,"""Rock""",10-4-1 (W-L-D)
,Luke Rockhold,Middleweight,16-6-0 (W-L-D)
"""KR""",Kleydson Rodrigues,"""KR""",8-4-0 (W-L-D)
"""Robocop""",Gregory Rodrigues,"""Robocop""",15-5-0 (W-L-D)
,Christian Rodriguez,Featherweight,11-1-0 (W-L-D)
"""The Judge""",Ray Rodriguez,"""The Judge""",16-8-0 (W-L-D)
,Drako Rodriguez,Bantamweight,7-3-0 (W-L-D)
"""Vicious""",Victor Rodriguez,"""Vicious""",7-4-0 (W-L-D)
"""Dead Game""",Pete Rodriguez,"""Dead Game""",5-2-0 (W-L-D)
"""Lazy Boy """,Ronaldo Rodriguez,"""Lazy Boy """,17-2-0 (W-L-D)
"""D-Rod""",Daniel Rodriguez,"""D-Rod""",17-4-0 (W-L-D)
"""Slo""",Mike Rodriguez,"""Slo""",11-7-0 (W-L-D)
"""Chalate""",Manuel Rodriguez,"""Chalate""",10-4-0 (W-L-D)
,Paul Rodriguez,Lightweight,0-0-0 (W-L-D)
,Ricco Rodriguez,Heavyweight,10-4-0 (W-L-D)
"""El Pantera""",Yair Rodriguez,"""El Pantera""",16-5-0 (W-L-D)
,Nick Roehrick,Light Heavyweight,7-1-0 (W-L-D)
,Saul Rogers,Lightweight,0-0-0 (W-L-D)
"""Rated R""",Max Rohskopf,"""Rated R""",0-1-0 (W-L-D)
"""Pitbull""",Marcelo Rojo,"""Pitbull""",16-10-0 (W-L-D)
,Shane Roller,Lightweight,11-7-0 (W-L-D)
"""J-ROC""",Jared Rollins,"""J-ROC""",9-4-0 (W-L-D)
"""King Kong""",Alexandr Romanov,"""King Kong""",17-3-0 (W-L-D)
,Kaleio Romero,Featherweight,0-1-0 (W-L-D)
,Anthony Romero,Lightweight,1-0-0 (W-L-D)
"""Soldier of God""",Yoel Romero,"""Soldier of God""",13-5-0 (W-L-D)
,Ricardo Romero,Light Heavyweight,11-3-0 (W-L-D)
"""Maravilha""",Mara Romero Borella,"""Maravilha""",12-9-0 (W-L-D)
"""100""",Juancamilo Ronderos,"""100""",4-2-0 (W-L-D)
,Rong Zhu,Lightweight,24-5-0 (W-L-D)
"""The Body Snatcher""",Jesse Ronson,"""The Body Snatcher""",21-12-0 (W-L-D)
,George Roop,Bantamweight,15-13-1 (W-L-D)
,Joao Roque,Lightweight,0-0-0 (W-L-D)
"""Dhalsim""",Marcos Rosa,"""Dhalsim""",6-6-0 (W-L-D)
"""Boston Strong""",Charles Rosa,"""Boston Strong""",14-8-0 (W-L-D)
,Aaron Rosa,Light Heavyweight,17-5-0 (W-L-D)
"""Lil' Badger""",Jacob Rosales,"""Lil' Badger""",11-5-0 (W-L-D)
"""El Nino Problema""",Raul Rosas Jr.,"""El Nino Problema""",8-1-0 (W-L-D)
,Jared Rosholt,Heavyweight,14-3-0 (W-L-D)
,Jake Rosholt,Middleweight,6-2-0 (W-L-D)
,Kevin Rosier,,1-2-0 (W-L-D)
"""The Turkish Delight""",Shannon Ross,"""The Turkish Delight""",13-9-0 (W-L-D)
"""Weather Underground""",Kristian Rothaermel,"""Weather Underground""",40-4-0 (W-L-D)
,Ben Rothwell,Heavyweight,39-14-0 (W-L-D)
,Khalil Rountree Jr.,Light Heavyweight,14-5-0 (W-L-D)
"""The Fresh Prince""",Phil Rowe,"""The Fresh Prince""",10-5-0 (W-L-D)
,Cam Rowston,Middleweight,0-0-0 (W-L-D)
"""Raw Dawg""",Brandon Royval,"""Raw Dawg""",16-7-0 (W-L-D)
"""Bigi Boy""",Jairzinho Rozenstruik,"""Bigi Boy""",14-5-0 (W-L-D)
"""Shogun""",Mauricio Rua,"""Shogun""",27-14-1 (W-L-D)
,Rodrigo Ruas,Middleweight,0-0-0 (W-L-D)
,Marco Ruas,Heavyweight,0-0-0 (W-L-D)
"""Fito""",Rodolfo Rubio,"""Fito""",12-8-0 (W-L-D)
"""Godzilla""",Gabe Ruediger,"""Godzilla""",17-7-0 (W-L-D)
,Mauricio Ruffy,Lightweight,10-1-0 (W-L-D)
,Eddie Ruiz,Lightweight,7-2-0 (W-L-D)
,Mike Russow,Heavyweight,15-3-0 (W-L-D)
,Bas Rutten,Heavyweight,0-0-0 (W-L-D)
"""Black""",Nursulton Ruziboev,"""Black""",34-9-2 (W-L-D)
"""MSP""",Cameron Saaiman,"""MSP""",9-2-0 (W-L-D)
,Danny Sabatello,Bantamweight,1-0-0 (W-L-D)
,Pat Sabatini,Featherweight,18-5-0 (W-L-D)
,Amir Sadollah,Welterweight,7-5-0 (W-L-D)
"""Black Wolf""",Nazim Sadykhov,"""Black Wolf""",9-1-1 (W-L-D)
,Frankie Saenz,Bantamweight,13-7-0 (W-L-D)
,Saparbeg Safarov,Middleweight,9-3-0 (W-L-D)
"""Sponge""",Tarec Saffiedine,"""Sponge""",16-7-0 (W-L-D)
,Jason Saggo,Lightweight,12-4-0 (W-L-D)
"""The Fire Kylin""",Wang Sai,"""The Fire Kylin""",8-5-1 (W-L-D)
"""God of War""",Benoît Saint Denis,"""God of War""",13-2-0 (W-L-D)
,Ovince Saint Preux,Light Heavyweight,27-17-0 (W-L-D)
"""Wookiee""",Lukasz Sajewski,"""Wookiee""",13-3-0 (W-L-D)
,Augusto Sakai,Heavyweight,16-5-1 (W-L-D)
"""Legionarius""",Alessio Sakara,"""Legionarius""",19-11-0 (W-L-D)
"""The Rebel""",Gokhan Saki,"""The Rebel""",1-2-0 (W-L-D)
,Kazushi Sakuraba,Heavyweight,26-17-1 (W-L-D)
"""Mach""",Hayato Sakurai,"""Mach""",16-3-2 (W-L-D)
"""J-Bomb""",Justin Salas,"""J-Bomb""",12-7-0 (W-L-D)
,Ivan Salaverry,Middleweight,12-6-1 (W-L-D)
"""El Gallito""",Roman Salazar,"""El Gallito""",9-4-0 (W-L-D)
,Luis Saldana,Featherweight,16-7-1 (W-L-D)
"""King of Kung Fu""",Muslim Salikhov,"""King of Kung Fu""",19-5-0 (W-L-D)
,Quillan Salkilld,Lightweight,0-0-0 (W-L-D)
"""Boom Boom""",Boston Salmon,"""Boom Boom""",6-3-0 (W-L-D)
,Sean Salmon,Light Heavyweight,9-3-0 (W-L-D)
,John Salter,Middleweight,5-2-0 (W-L-D)
,Vinicius Salvador,Bantamweight,14-7-0 (W-L-D)
,Dylan Salvador,Lightweight,0-1-0 (W-L-D)
"""Anqa""",Josh Samman,"""Anqa""",12-5-0 (W-L-D)
"""The Gremlin""",Josh Sampo,"""The Gremlin""",11-5-0 (W-L-D)
"""Littlefury""",Roberto Sanchez,"""Littlefury""",8-2-0 (W-L-D)
,Joby Sanchez,Bantamweight,11-4-0 (W-L-D)
"""El Dirte""",Andrew Sanchez,"""El Dirte""",13-7-0 (W-L-D)
"""The Manic Hispanic""",Eddie Sanchez,"""The Manic Hispanic""",10-3-0 (W-L-D)
"""Nightmare""",Diego Sanchez,"""Nightmare""",32-13-0 (W-L-D)
,Julian Sanchez,,0-0-0 (W-L-D)
"""J-Reazie""",Jerrod Sanders,"""J-Reazie""",15-3-0 (W-L-D)
"""Cool Hand""",Luke Sanders,"""Cool Hand""",13-5-0 (W-L-D)
"""Iron Jaw""",Jesse Sanders,"""Iron Jaw""",21-5-0 (W-L-D)
"""Sandman""",Cory Sandhagen,"""Sandman""",17-4-0 (W-L-D)
"""Kid Alex""",Hector Sandoval,"""Kid Alex""",14-4-0 (W-L-D)
,Joseph Sandoval,Bantamweight,6-2-0 (W-L-D)
,Chris Sanford,Middleweight,0-0-0 (W-L-D)
"""The Executioner""",Roldan Sangcha-an,"""The Executioner""",4-2-0 (W-L-D)
"""Spartan""",Martin Sano,"""Spartan""",4-3-0 (W-L-D)
,Shaheen Santana,Lightweight,0-1-0 (W-L-D)
"""Shorty Rock""",Sean Santella,"""Shorty Rock""",0-0-0 (W-L-D)
"""The Milford Mauler""",Richie Santiago,"""The Milford Mauler""",7-1-0 (W-L-D)
"""The Brown Bomber""",Will Santiago,"""The Brown Bomber""",9-6-0 (W-L-D)
"""Little Bully""",Mike Santiago,"""Little Bully""",21-12-0 (W-L-D)
"""The Sandman""",Jorge Santiago,"""The Sandman""",23-11-0 (W-L-D)
,Art Santore,Middleweight,14-6-0 (W-L-D)
,Edivan Santos,Heavyweight,0-1-0 (W-L-D)
"""Willycat""",Daniel Santos,"""Willycat""",12-2-0 (W-L-D)
"""Carioca""",Bruno Santos,"""Carioca""",14-2-0 (W-L-D)
,Iliarde Santos,Flyweight,27-9-1 (W-L-D)
,Leonardo Santos,Lightweight,18-7-1 (W-L-D)
"""Marreta""",Thiago Santos,"""Marreta""",22-11-0 (W-L-D)
,Paulo Santos,Lightweight,0-0-0 (W-L-D)
,Adriano Santos,Middleweight,0-0-0 (W-L-D)
"""Mosquitinho""",Gabriel Santos,"""Mosquitinho""",10-2-0 (W-L-D)
,Joilton Lutterbach,Middleweight,0-0-0 (W-L-D)
,Nick Sanzo,Lightweight,0-0-0 (W-L-D)
,Jeka Saragih,Featherweight,14-3-0 (W-L-D)
"""The Octopus""",Diego Saraiva,"""The Octopus""",9-6-1 (W-L-D)
,Ulka Sasaki,Flyweight,20-6-2 (W-L-D)
,Yuki Sasaki,Middleweight,20-12-1 (W-L-D)
,Paul Sass,Lightweight,13-2-0 (W-L-D)
"""“Sasuke”""",Keisuke Sasu,"""“Sasuke”""",1-2-0 (W-L-D)
"""Ten""",Takashi Sato,"""Ten""",16-8-0 (W-L-D)
,Takenori Sato,Welterweight,17-10-7 (W-L-D)
"""Killa B""",Ben Saunders,"""Killa B""",22-13-2 (W-L-D)
,Chris Saunders,Lightweight,9-3-0 (W-L-D)
,Townsend Saunders,Lightweight,0-0-0 (W-L-D)
,Brandon Sayles,Heavyweight,0-0-0 (W-L-D)
,Matt Sayles,Lightweight,8-4-0 (W-L-D)
,Mark Scanlon,Welterweight,7-1-0 (W-L-D)
"""Red""",Eric Schafer,"""Red""",14-7-2 (W-L-D)
"""Meat Truck""",Kerry Schall,"""Meat Truck""",19-7-0 (W-L-D)
"""Big Brown""",Brendan Schaub,"""Big Brown""",11-5-0 (W-L-D)
,Matheus Scheffel,Light Heavyweight,0-1-0 (W-L-D)
"""Pegaleve""",Fabiano Scherner,"""Pegaleve""",5-3-0 (W-L-D)
"""The Dog""",Samy Schiavo,"""The Dog""",10-6-0 (W-L-D)
"""Thrilling""",Pat Schilling,"""Thrilling""",5-2-0 (W-L-D)
"""The Viking""",Semmy Schilt,"""The Viking""",26-9-1 (W-L-D)
"""Danger""",Matt Schnell,"""Danger""",16-8-0 (W-L-D)
"""The War Hammer""",Josh Schockman,"""The War Hammer""",7-0-0 (W-L-D)
,Alex Schoenauer,Middleweight,17-9-0 (W-L-D)
"""The Boss""",Darrill Schoonover,"""The Boss""",10-1-0 (W-L-D)
,Nate Schroeder,Heavyweight,0-0-0 (W-L-D)
,Mark Schultz,,1-0-0 (W-L-D)
,Justin Scoggins,Flyweight,11-5-0 (W-L-D)
"""Bear""",Bradley Scott,"""Bear""",12-6-0 (W-L-D)
"""2Tap""",Neil Seery,"""2Tap""",16-13-0 (W-L-D)
,Tetsuya Seki,Lightweight,0-0-0 (W-L-D)
,Stefan Sekulic,Welterweight,12-4-0 (W-L-D)
"""Drago""",Pete Sell,"""Drago""",8-6-0 (W-L-D)
"""Semi the Jedi""",Matthew Semelsberger,"""Semi the Jedi""",11-7-0 (W-L-D)
,Andrei Semenov,Middleweight,21-3-0 (W-L-D)
"""Da Menace""",Mackens Semerzier,"""Da Menace""",8-4-0 (W-L-D)
"""Il Terribile""",Ivan Serati,"""Il Terribile""",10-3-0 (W-L-D)
"""The Russian Crusher""",Alex Serdyukov,"""The Russian Crusher""",12-5-0 (W-L-D)
,Nick Serra,Welterweight,0-0-0 (W-L-D)
"""The Terror""",Matt Serra,"""The Terror""",17-7-0 (W-L-D)
"""El Profe""",Fredy Serrano,"""El Profe""",3-2-0 (W-L-D)
,Adrian Serrano,Welterweight,0-0-0 (W-L-D)
,Igor Severino,Flyweight,8-1-0 (W-L-D)
"""The Beast""",Dan Severn,"""The Beast""",70-13-7 (W-L-D)
,Leon Shahbazyan,Welterweight,7-1-0 (W-L-D)
"""The Golden Boy""",Edmen Shahbazyan,"""The Golden Boy""",13-4-0 (W-L-D)
"""Shameless""",Don Shainis,"""Shameless""",12-5-0 (W-L-D)
"""Prince of Persia""",Kamal Shalorus,"""Prince of Persia""",7-3-2 (W-L-D)
"""The World's Most Dangerous Man""",Ken Shamrock,"""The World's Most Dangerous Man""",26-11-2 (W-L-D)
,Frank Shamrock,Middleweight,0-0-0 (W-L-D)
"""Showtime""",Eric Shelton,"""Showtime""",12-6-0 (W-L-D)
"""Muscle Shark""",Sean Sherk,"""Muscle Shark""",38-4-1 (W-L-D)
"""The Vanilla Gorilla """,Chase Sherman,"""The Vanilla Gorilla """,16-12-0 (W-L-D)
,Jake Shields,Welterweight,29-7-1 (W-L-D)
,Henrique Shiguemoto,Middleweight,0-1-0 (W-L-D)
"""RollingStar""",Shunichi Shimizu,"""RollingStar""",28-9-10 (W-L-D)
"""The Nightmare""",Wade Shipp,"""The Nightmare""",4-2-0 (W-L-D)
,Josh Shockley,Lightweight,11-4-0 (W-L-D)
,Liudvik Sholinian,Bantamweight,9-4-0 (W-L-D)
"""Tank""",Jack Shore,"""Tank""",17-2-0 (W-L-D)
"""Ural Hulk""",Ivan Shtyrkov,"""Ural Hulk""",16-0-1 (W-L-D)
,Ronal Siahaan,Flyweight,0-1-0 (W-L-D)
,Sam Sicilia,Featherweight,15-8-0 (W-L-D)
,Serhiy Sidey,Bantamweight,10-2-0 (W-L-D)
"""Super""",Steven Siler,"""Super""",23-13-0 (W-L-D)
"""Bulldog""",Bruno Silva,"""Bulldog""",13-5-2 (W-L-D)
"""Blindado""",Bruno Silva,"""Blindado""",23-11-0 (W-L-D)
,Jansey Silva,Middleweight,0-1-0 (W-L-D)
"""The King""",Erik Silva,"""The King""",9-3-0 (W-L-D)
,Jacob Silva,Flyweight,0-2-0 (W-L-D)
,Gabriel Silva,Bantamweight,7-2-0 (W-L-D)
"""El Puma """,Danny Silva,"""El Puma """,9-1-0 (W-L-D)
"""Lord Assassin""",Jean Silva,"""Lord Assassin""",12-2-0 (W-L-D)
,Jhonata Silva,Flyweight,0-1-0 (W-L-D)
"""Hannibal""",Claudio Silva,"""Hannibal""",14-4-0 (W-L-D)
"""Wagnão""",Wagner Silva,"""Wagnão""",3-3-0 (W-L-D)
,Felipe Silva,Lightweight,8-2-0 (W-L-D)
"""Netto BJJ""",Joaquim Silva,"""Netto BJJ""",13-6-0 (W-L-D)
"""Buscape""",Leandro Silva,"""Buscape""",19-4-1 (W-L-D)
"""Bigfoot""",Antonio Silva,"""Bigfoot""",19-10-0 (W-L-D)
"""The Tiger""",Erick Silva,"""The Tiger""",19-9-0 (W-L-D)
,Jay Silva,Middleweight,5-3-0 (W-L-D)
"""The Spider""",Anderson Silva,"""The Spider""",34-11-0 (W-L-D)
,Assuerio Silva,Heavyweight,32-4-0 (W-L-D)
"""The Axe Murderer""",Wanderlei Silva,"""The Axe Murderer""",35-12-1 (W-L-D)
"""D Silva""",Douglas Silva de Andrade,"""D Silva""",29-5-0 (W-L-D)
"""Xuxu""",Elias Silverio,"""Xuxu""",11-2-0 (W-L-D)
"""The Afro Samurai""",Jamey Simmons,"""The Afro Samurai""",7-4-0 (W-L-D)
,Ricky Simon,Bantamweight,20-5-0 (W-L-D)
"""A-Train""",Aaron Simpson,"""A-Train""",11-4-0 (W-L-D)
,Everett Sims,Heavyweight,4-1-0 (W-L-D)
,Tony Sims,Lightweight,12-4-0 (W-L-D)
"""The Project""",Wes Sims,"""The Project""",22-12-1 (W-L-D)
,Lodune Sincaid,Middleweight,0-0-0 (W-L-D)
"""Outburst""",Rory Singer,"""Outburst""",12-7-0 (W-L-D)
,Arjan Singh Bhullar,Heavyweight,9-1-0 (W-L-D)
"""The King of Rock n Rumble""",Elvis Sinosic,"""The King of Rock n Rumble""",8-11-2 (W-L-D)
"""The Sniper""",Mitchell Sipe,"""The Sniper""",4-1-0 (W-L-D)
,Gian Siqueira,Welterweight,0-1-0 (W-L-D)
,Jeremia Siregar,Flyweight,0-1-0 (W-L-D)
,Dennis Siver,Featherweight,23-11-0 (W-L-D)
"""The Scrapper""",Chas Skelly,"""The Scrapper""",19-3-0 (W-L-D)
,Kimbo Slice,Heavyweight,4-2-0 (W-L-D)
,Joe Slick,Middleweight,0-0-0 (W-L-D)
"""The Cole Train""",Cole Smith,"""The Cole Train""",7-2-0 (W-L-D)
"""King Kage""",Devonte Smith,"""King Kage""",11-4-0 (W-L-D)
,Nate Smith,Flyweight,0-1-0 (W-L-D)
,Colton Smith,Lightweight,6-4-0 (W-L-D)
"""Lionheart""",Anthony Smith,"""Lionheart""",38-19-0 (W-L-D)
"""Jamal""",Gilbert Smith,"""Jamal""",5-2-0 (W-L-D)
"""Hot Sauce""",Trevor Smith,"""Hot Sauce""",15-10-0 (W-L-D)
"""Hands of Steel""",Scott Smith,"""Hands of Steel""",0-0-0 (W-L-D)
"""Mo""",Maurice Smith,"""Mo""",0-0-0 (W-L-D)
,Patrick Smith,Heavyweight,4-2-0 (W-L-D)
"""The Beautiful Monster""",Braxton Smith,"""The Beautiful Monster""",5-2-0 (W-L-D)
"""Slap Jesus""",Michael Smith,"""Slap Jesus""",0-0-0 (W-L-D)
"""The Lifeguard""",Dmitrii Smoliakov,"""The Lifeguard""",9-3-0 (W-L-D)
"""Da Last Samurai""",Louis Smolka,"""Da Last Samurai""",17-9-0 (W-L-D)
,Cameron Smotherman,Bantamweight,0-1-0 (W-L-D)
"""The Assassin""",Shimon Smotritsky,"""The Assassin""",0-2-0 (W-L-D)
,Richie Smullen,Lightweight,3-1-1 (W-L-D)
,Devin Smyth,Welterweight,0-0-0 (W-L-D)
,Peter Sobotta,Welterweight,17-6-1 (W-L-D)
"""Babalu""",Renato Sobral,"""Babalu""",27-7-0 (W-L-D)
"""The African Assassin""",Rameau Sokoudjou,"""The African Assassin""",5-3-0 (W-L-D)
,Alexander Soldatkin,Heavyweight,0-1-0 (W-L-D)
,Joe Solecki,Lightweight,13-5-0 (W-L-D)
,Jin Soo Son,Lightweight,9-4-0 (W-L-D)
,Joe Son,,0-0-0 (W-L-D)
"""Kung Fu Kid""",Song Yadong,"""Kung Fu Kid""",21-8-1 (W-L-D)
,Emrah Sonmez,Featherweight,0-1-0 (W-L-D)
,Chael Sonnen,Light Heavyweight,29-14-1 (W-L-D)
"""Lion King""",Benardo Sopaj,"""Lion King""",11-3-0 (W-L-D)
"""He-Man""",Emiliano Sordi,"""He-Man""",16-7-0 (W-L-D)
,Sean Soriano,Featherweight,14-8-0 (W-L-D)
"""Puna""",Punahele Soriano,"""Puna""",9-4-0 (W-L-D)
,Dmitry Sosnovskiy,Heavyweight,10-0-0 (W-L-D)
"""Combat Wombat""",Ben Sosoli,"""Combat Wombat""",0-1-0 (W-L-D)
"""The Polish Experiment""",Krzysztof Soszynski,"""The Polish Experiment""",22-13-1 (W-L-D)
,George Sotiropoulos,Lightweight,14-6-0 (W-L-D)
,Joe Soto,Bantamweight,18-7-0 (W-L-D)
"""Extremo""",Alex Soto,"""Extremo""",6-2-1 (W-L-D)
,Greg Soto,Welterweight,8-2-0 (W-L-D)
"""The Asian Sensation""",Andre Soukhamthath,"""The Asian Sensation""",13-8-0 (W-L-D)
"""Coração Valente""",Mario Sousa,"""Coração Valente""",1-2-0 (W-L-D)
,Bobby Southworth,Light Heavyweight,0-0-0 (W-L-D)
